ori	agency_name	agency_type_name	state	county	lat	lng	is_nibrs
WI0450800	Hortonville Police Department	City	WI	OUTAGAMIE	44.334076	-88.638885	1
WI0450900	Grand Chute Police Department	City	WI	OUTAGAMIE	44.303394	-88.44382	1
WI0451200	Oneida Tribal	Tribal	WI	NOT SPECIFIED	44.473961	-87.995926	1
WI0451400	Freedom Police Department	City	WI	OUTAGAMIE	44.418226	-88.464988	1
WI0460000	Ozaukee County Sheriff's Office	County	WI	OZAUKEE	43.360715	-87.496553	1
WI0460100	Mequon Police Department	City	WI	OZAUKEE	43.223522	-87.98965	1
WI0460200	Port Washington Police Department	City	WI	OZAUKEE	43.360715	-87.496553	1
WI0460300	Cedarburg Police Department	City	WI	OZAUKEE	43.360715	-87.496553	1
WI0460400	Grafton Police Department	City	WI	OZAUKEE	43.360715	-87.496553	1
WI0460500	Thiensville Police Department	City	WI	OZAUKEE	43.23217	-87.9794	1
WI0460600	Saukville Police Department	City	WI	OZAUKEE	43.384056	-87.93195	1
WI0470000	Pepin County Sheriff's Office	County	WI	PEPIN	44.627436	-91.83489	1
WI0470100	Durand Police Department	City	WI	PEPIN	44.627436	-91.83489	1
WI0470200	Pepin Police Department	City	WI	PEPIN	44.627436	-91.83489	1
WI0480000	Pierce County Sheriff's Office	County	WI	PIERCE	44.725336	-92.426279	1
WI0480200	Ellsworth Police Department	City	WI	PIERCE	44.73294	-92.48304	1
WI0480300	Prescott Police Department	City	WI	PIERCE	44.725336	-92.426279	1
WI0480400	Spring Valley Police Department	City	WI	PIERCE, ST CROIX			1
WI0480500	Elmwood Police Department	City	WI	PIERCE			1
WI0480600	University of Wisconsin: River Falls	University or College	WI	PIERCE	44.85515	-92.62396	1
WI0490000	Polk County Sheriff's Office	County	WI	POLK	45.46803	-92.453154	1
WI0490100	Amery Police Department	City	WI	POLK	45.302307	-92.36721	1
WI0490200	St. Croix Falls Police Department	City	WI	POLK	45.46803	-92.453154	1
WI0490300	Balsam Lake Police Department	City	WI	POLK	45.46803	-92.453154	0
WI0490500	Frederic Police Department	City	WI	POLK	45.46803	-92.453154	0
WI0490700	Osceola Police Department	City	WI	POLK	45.46803	-92.453154	1
WI0500000	Portage County Sheriff's Office	County	WI	PORTAGE	44.52074	-89.58133	1
WI0500100	Stevens Point Police Department	City	WI	PORTAGE	44.476246	-89.49807	1
WI0500200	Plover Police Department	City	WI	PORTAGE	44.476246	-89.49807	1
WI0500600	University of Wisconsin: Stevens Point	University or College	WI	PORTAGE	44.476246	-89.49807	1
WI0510000	Price County Sheriff's Office	County	WI	PRICE	45.679072	-90.35965	1
WI0510100	Park Falls Police Department	City	WI	PRICE	45.679072	-90.35965	1
WI0510200	Phillips Police Department	City	WI	PRICE	45.679072	-90.35965	1
WI0520000	Racine County Sheriff's Office	County	WI	RACINE	42.725666	-87.78374	1
WI0520100	Burlington Police Department	City	WI	RACINE	42.67881	-88.274315	1
WI0520200	Racine Police Department	City	WI	RACINE	42.72528	-87.789406	1
WI0520300	Caledonia Police Department	City	WI	RACINE	42.8132	-87.89482	1
WI0520700	Mount Pleasant Police Department	City	WI	RACINE	42.697437	-87.85576	1
WI0520800	Sturtevant Police Department	City	WI	RACINE	42.700188	-87.89356	1
WI0521000	Norway Township Police Department	City	WI	RACINE			1
WI0521300	Waterford Town Police Department	City	WI	RACINE			1
WI0521600	Wind Point Police Department	City	WI	RACINE			1
WI0530000	Richland County Sheriff's Office	County	WI	RICHLAND	43.334644	-90.3864	1
WI0530100	Richland Center Police Department	City	WI	RICHLAND	43.376199	-90.435693	0
WI0540000	Rock County Sheriff's Office	County	WI	ROCK	42.669931	-89.075119	1
WI0540100	Beloit Police Department	City	WI	ROCK	42.49649	-89.03653	1
WI0540200	Janesville Police Department	City	WI	ROCK	42.669931	-89.075119	1
WI0540300	Edgerton Police Department	City	WI	DANE, ROCK	42.669931	-89.075119	1
WI0540400	Evansville Police Department	City	WI	ROCK	42.669931	-89.075119	1
WI0540500	Clinton Police Department	City	WI	ROCK	42.669931	-89.075119	1
WI0540600	Milton Police Department	City	WI	ROCK	42.775352	-88.93879	1
WI0540700	Orfordville Police Department	City	WI	ROCK	42.628468	-89.25601	1
WI0540800	Beloit Town Police Department	City	WI	ROCK	42.669931	-89.075119	1
WI0541100	Fulton Police Department	City	WI	ROCK			0
WI0541300	Milton Town Police Department	City	WI	ROCK			0
WI0550000	Rusk County Sheriff's Office	County	WI	RUSK	45.464275	-91.098045	1
WI0550300	Ladysmith Police Department	City	WI	RUSK	45.464275	-91.098045	1
WI0560000	St. Croix County Sheriff's Office	County	WI	ST CROIX	45.028959	-92.447284	1
WI0560100	Hudson Police Department	City	WI	ST CROIX	45.028959	-92.447284	1
WI0560200	New Richmond Police Department	City	WI	ST CROIX	45.028959	-92.447284	1
WI0560500	Glenwood City Police Department	City	WI	ST CROIX			1
WI0560600	Hammond Police Department	City	WI	ST CROIX			1
WI0560700	North Hudson Police Department	City	WI	ST CROIX	44.993034	-92.75606	1
WI0560800	Somerset Police Department	City	WI	ST CROIX	45.028959	-92.447284	1
WI0561100	River Falls Police Department	City	WI	PIERCE, ST CROIX			1
WI0566700	Roberts Police Department	City	WI	ST CROIX			1
WI0570000	Sauk County Sheriff's Office	County	WI	SAUK	43.461117	-89.764435	1
WI0570100	Reedsburg Police Department	City	WI	SAUK	43.53148	-90.006615	1
WI0570200	Baraboo Police Department	City	WI	SAUK	43.4709	-89.74184	1
WI0570300	Sauk Prairie Police Department	City	WI	SAUK	43.293484	-89.72336	1
WI0570400	Spring Green Police Department	City	WI	SAUK	43.177834	-90.06841	1
WI0570500	Lake Delton Police Department	City	WI	SAUK	43.427998	-89.943329	1
WI0580000	Sawyer County Sheriff's Office	County	WI	SAWYER	45.864913	-91.14713	1
WI0580100	Hayward Police Department	City	WI	SAWYER	46.014824	-91.48305	1
WI0590000	Shawano County Sheriff's Office	County	WI	SHAWANO	44.785328	-88.60949	1
WI0590100	Shawano Police Department	City	WI	SHAWANO	44.789641	-88.755813	1
WI0600000	Sheboygan County Sheriff's Office	County	WI	SHEBOYGAN	43.750908	-87.70959	1
WI0600100	Plymouth Police Department	City	WI	SHEBOYGAN	43.746002	-87.730546	1
WI0600200	Sheboygan Police Department	City	WI	SHEBOYGAN	43.746002	-87.730546	1
WI0600300	Sheboygan Falls Police Department	City	WI	SHEBOYGAN	43.746002	-87.730546	1
WI0600400	Elkhart Lake Police Department	City	WI	SHEBOYGAN	43.746002	-87.730546	1
WI0600600	Kohler Police Department	City	WI	SHEBOYGAN	43.738514	-87.78008	1
WI0601100	Cascade Police Department	City	WI	SHEBOYGAN	43.746002	-87.730546	1
WI0610000	Taylor County Sheriff's Office	County	WI	TAYLOR	45.137463	-90.34299	1
WI0610100	Medford Police Department	City	WI	TAYLOR	45.137463	-90.34299	1
WI0610300	Rib Lake Police Department	City	WI	TAYLOR	45.211656	-90.504853	1
WI0610400	Gilman Police Department	City	WI	TAYLOR	45.211656	-90.504853	1
WI0620000	Trempealeau County Sheriff's Office	County	WI	TREMPEALEAU	44.30305	-91.358867	1
WI0620100	Whitehall Police Department	City	WI	TREMPEALEAU	44.366333	-91.32022	1
WI0620200	Arcadia Police Department	City	WI	TREMPEALEAU	44.25263	-91.50103	1
WI0620300	Blair Police Department	City	WI	TREMPEALEAU	44.30305	-91.358867	0
WI0620500	Galesville Police Department	City	WI	TREMPEALEAU	44.30305	-91.358867	1
WI0620600	Independence Police Department	City	WI	TREMPEALEAU	44.30305	-91.358867	1
WI0620700	Osseo Police Department	City	WI	TREMPEALEAU	44.30305	-91.358867	1
WI0620800	Strum Police Department	City	WI	TREMPEALEAU	44.30305	-91.358867	1
WI0620900	Eleva Police Department	City	WI	TREMPEALEAU	44.30305	-91.358867	1
WI0621000	Trempealeau Police Department	City	WI	TREMPEALEAU	44.30305	-91.358867	0
WI0630000	Vernon County Sheriff's Office	County	WI	VERNON	43.599858	-90.815226	1
WI0630100	La Farge Police Department	City	WI	VERNON	43.599858	-90.815226	0
WI0630200	Viroqua Police Department	City	WI	VERNON	43.599858	-90.815226	1
WI0630300	Hillsboro Police Department	City	WI	VERNON	43.599858	-90.815226	0
WI0630400	Westby Police Department	City	WI	VERNON	43.65536	-90.85611	0
WI0630800	Readstown Police Department	City	WI	VERNON	43.599858	-90.815226	0
WI0640000	Vilas County Sheriff's Office	County	WI	VILAS	45.919487	-89.24954	1
WI0640300	Eagle River Police Department	City	WI	VILAS	46.049848	-89.501254	1
WI0650000	Walworth County Sheriff's Office	County	WI	WALWORTH	42.66811	-88.541731	1
WI0650100	Delavan Police Department	City	WI	WALWORTH	42.63253	-88.64688	1
WI0650200	Elkhorn Police Department	City	WI	WALWORTH	42.678837	-88.542435	1
WI0650300	Lake Geneva Police Department	City	WI	WALWORTH	42.66811	-88.541731	1
WI0650400	Walworth Police Department	City	WI	WALWORTH	42.66811	-88.541731	1
WI0650500	Whitewater Police Department	City	WI	JEFFERSON, WALWORTH	42.8321	-88.733185	1
WI0650600	Linn Township Police Department	City	WI	WALWORTH	42.66811	-88.541731	1
WI0650700	Bloomfield Police Department	City	WI	WALWORTH	42.66811	-88.541731	1
WI0650900	Town of East Troy Police Department	City	WI	WALWORTH	42.66811	-88.541731	1
WI0651000	East Troy Police Department	City	WI	WALWORTH	42.78962	-88.39011	1
WI0651100	Fontana Police Department	City	WI	WALWORTH	42.66811	-88.541731	1
WI0651200	Geneva Town Police Department	City	WI	WALWORTH	42.619232	-88.48716	1
WI0651300	Genoa City Police Department	City	WI	KENOSHA, WALWORTH	42.66811	-88.541731	1
WI0651500	Sharon Police Department	City	WI	WALWORTH	42.66811	-88.541731	1
WI0651600	Williams Bay Police Department	City	WI	WALWORTH	42.66811	-88.541731	1
WI0651700	Delavan Town Police Department	City	WI	WALWORTH	42.66811	-88.541731	1
WI0652300	University of Wisconsin: Whitewater	University or College	WI	WALWORTH	42.66811	-88.541731	1
WI0660000	Washburn County Sheriff's Office	County	WI	WASHBURN	45.892463	-91.796423	1
WI0660100	Spooner Police Department	City	WI	WASHBURN	45.82814	-91.88898	1
WI0660300	Birchwood Police Department	City	WI	WASHBURN			0
WI0670000	Washington County Sheriff's Office	County	WI	WASHINGTON	43.391156	-88.232917	1
WI0670100	Germantown Police Department	City	WI	WASHINGTON	43.391156	-88.232917	1
WI0670200	Hartford Police Department	City	WI	DODGE, WASHINGTON	43.31923	-88.37995	1
WI0670300	Kewaskum Police Department	City	WI	WASHINGTON	43.391156	-88.232917	1
WI0670400	West Bend Police Department	City	WI	WASHINGTON	43.406155	-88.18114	1
WI0670500	Slinger Police Department	City	WI	WASHINGTON	43.391156	-88.232917	1
WI0670600	Hartford Township Police Department	City	WI	WASHINGTON			0
WI0670700	Jackson Police Department	City	WI	WASHINGTON	43.391156	-88.232917	1
WI0670800	Newburg Police Department	City	WI	OZAUKEE, WASHINGTON			1
WI0680000	Waukesha County Sheriff's Office	County	WI	WAUKESHA	43.019308	-88.306707	1
WI0680100	Brookfield Police Department	City	WI	WAUKESHA	43.05865	-88.12605	1
WI0680200	Elm Grove Police Department	City	WI	WAUKESHA	43.045696	-88.081795	1
WI0680300	Menomonee Falls Police Department	City	WI	WAUKESHA	43.019308	-88.306707	1
WI0680400	New Berlin Police Department	City	WI	WAUKESHA	43.019308	-88.306707	1
WI0680500	Waukesha Police Department	City	WI	WAUKESHA	43.028793	-88.24285	1
WI0680600	Muskego Police Department	City	WI	WAUKESHA	43.019308	-88.306707	1
WI0680700	Delafield Police Department	City	WI	WAUKESHA	43.019308	-88.306707	1
WI0680800	Oconomowoc Police Department	City	WI	WAUKESHA	43.110615	-88.497345	1
WI0680900	Butler Police Department	City	WI	WAUKESHA	43.10463	-88.068665	1
WI0681000	Chenequa Police Department	City	WI	WAUKESHA	43.019308	-88.306707	1
WI0681100	Hartland Police Department	City	WI	WAUKESHA	43.10336	-88.34796	1
WI0681200	Mukwonago Police Department	City	WI	WALWORTH, WAUKESHA	42.857136	-88.32862	1
WI0681300	Oconomowoc Lake Police Department	City	WI	WAUKESHA	43.019308	-88.306707	0
WI0681400	Pewaukee Village Police Department	City	WI	WAUKESHA	43.081802	-88.25648	1
WI0681600	Summit Police Department	City	WI	WAUKESHA	43.07397	-88.48105	1
WI0681800	Brookfield Township Police Department	City	WI	WAUKESHA	43.03896	-88.15665	1
WI0682200	Lannon Police Department	City	WI	WAUKESHA			1
WI0682500	Eagle Village Police Department	City	WI	WAUKESHA	43.019308	-88.306707	1
WI0682600	Big Bend Police Department	City	WI	WAUKESHA	43.019308	-88.306707	1
WI0682800	Village of Lac La Belle Police Department	City	WI	JEFFERSON, WAUKESHA			1
WI0683000	North Prairie Police Department	City	WI	WAUKESHA	43.019308	-88.306707	1
WI0683200	Nashotah Police Department	City	WI	WAUKESHA			1
WI0683300	Mukwonago Town Police Department	City	WI	WAUKESHA	43.019308	-88.306707	1
WI0690000	Waupaca County Sheriff's Office	County	WI	WAUPACA	44.478004	-88.967005	1
WI0690100	Clintonville Police Department	City	WI	WAUPACA	44.623135	-88.763565	1
WI0690200	New London Police Department	City	WI	OUTAGAMIE, WAUPACA	44.393917	-88.746574	1
WI0690300	Waupaca Police Department	City	WI	WAUPACA	44.35773	-89.086174	1
WI0690400	Manawa Police Department	City	WI	WAUPACA	44.478004	-88.967005	1
WI0690600	Marion Police Department	City	WI	SHAWANO, WAUPACA	44.478004	-88.967005	0
WI0700000	Waushara County Sheriff's Office	County	WI	WAUSHARA	44.068428	-89.294304	1
WI0700200	Hancock Police Department	City	WI	WAUSHARA	44.112825	-89.239752	0
WI0700300	Plainfield Police Department	City	WI	WAUSHARA	44.112825	-89.239752	1
WI0700400	Redgranite Police Department	City	WI	WAUSHARA			1
WI0700500	Wautoma Police Department	City	WI	WAUSHARA	44.112825	-89.239752	1
WI0700600	Wild Rose Police Department	City	WI	WAUSHARA	44.112825	-89.239752	1
WI0710000	Winnebago County Sheriff's Office	County	WI	WINNEBAGO	44.085707	-88.668149	1
WI0710100	Menasha Police Department	City	WI	CALUMET, WINNEBAGO	44.20296	-88.44819	1
WI0710200	Neenah Police Department	City	WI	WINNEBAGO	44.16177	-88.46994	1
WI0710300	Oshkosh Police Department	City	WI	WINNEBAGO	44.085707	-88.668149	1
WI0710400	Winneconne Police Department	City	WI	WINNEBAGO	44.085707	-88.668149	1
WI0710600	Omro Police Department	City	WI	WINNEBAGO	44.03846	-88.74462	1
WI0710700	University of Wisconsin: Oshkosh	University or College	WI	WINNEBAGO	44.02607	-88.55142	1
WI0710900	Fox Crossing Police Department	City	WI	WINNEBAGO			1
WI0720000	Wood County Sheriff's Office	County	WI	WOOD	44.461413	-90.038825	1
WI0720100	Marshfield Police Department	City	WI	MARATHON, WOOD	44.66705	-90.174	1
WI0720200	Nekoosa Police Department	City	WI	WOOD	44.31542	-89.901764	1
WI0720300	Wisconsin Rapids Police Department	City	WI	WOOD	44.39435	-89.82988	1
WI0720400	Port Edwards Police Department	City	WI	WOOD			1
WI0720500	Grand Rapids Police Department	City	WI	WOOD	44.372993	-89.76557	1
WI0720600	Pittsville Police Department	City	WI	WOOD			1
WIDCI0000	Division of Criminal Investigation Madison	Other State Agency	WI	NOT SPECIFIED			1
WIDI00300	Lac du Flambeau Tribal	Tribal	WI	NOT SPECIFIED			1
WIDI01000	Stockbridge Munsee Tribal	Tribal	WI	NOT SPECIFIED	44.90258	-88.931046	1
WIDI01100	Lac Courte Oreilles Tribal	Tribal	WI	NOT SPECIFIED			1
WIDI01200	St. Croix Tribal	Tribal	WI	NOT SPECIFIED	45.866878	-92.37574	1
WIDI01500	Red Cliff Tribal	Tribal	WI	NOT SPECIFIED	46.851944	-90.79094	1
WILEB0100	Department of Natural Resources	Other State Agency	WI	NOT SPECIFIED	43.07526	-89.38095	0
WIMPD0000	Milwaukee Police Department	City	WI	MILWAUKEE	43.04385	-87.90265	1
WIWSP0000	Wisconsin State Patrol	State Police	WI	NOT SPECIFIED	43.067468	-89.417852	0
WV0010000	Barbour County Sheriff's Office	County	WV	BARBOUR	39.151608	-80.03847	1
WV0010100	Belington Police Department	City	WV	BARBOUR	39.139725	-79.996947	1
WV0010200	Philippi Police Department	City	WV	BARBOUR	39.139725	-79.996947	1
WV0010300	Department of Natural Resources: Barbour County	Other State Agency	WV	BARBOUR	39.139725	-79.996947	1
WV0010600	State Fire Marshal: Barbour County	Other State Agency	WV	BARBOUR	38.34613	-81.63015	1
WV0020000	Berkeley County Sheriff's Office	County	WV	BERKELEY	39.45025	-77.96581	1
WV0020100	Martinsburg Police Department	City	WV	BERKELEY	39.459187	-77.963066	1
WV0020200	Department of Natural Resources: Berkeley County	Other State Agency	WV	BERKELEY	39.448053	-78.037807	1
WV0020300	State Fire Marshal: Berkeley County	Other State Agency	WV	BERKELEY	38.34613	-81.63015	1
WV0020600	Eastern Panhandle Drug and Violent Crime Task Force	Other	WV	BERKELEY	39.448053	-78.037807	1
WV0030000	Boone County Sheriff's Office	County	WV	BOONE	38.06635	-81.819725	1
WV0030100	Madison Police Department	City	WV	BOONE	38.059093	-81.820404	1
WV0030200	Whitesville Police Department	City	WV	BOONE	38.022838	-81.713314	1
WV0030300	Department of Natural Resources: Boone County	Other State Agency	WV	BOONE	37.756214	-81.215546	1
WV0030500	Danville Police Department	City	WV	BOONE	38.022838	-81.713314	1
WV0030600	Sylvester Police Department	City	WV	BOONE	38.022838	-81.713314	1
WV0030700	State Fire Marshal: Boone County	Other State Agency	WV	BOONE	38.34613	-81.63015	1
WV0040000	Braxton County Sheriff's Office	County	WV	BRAXTON	38.699302	-80.731649	1
WV0040100	Gassaway Police Department	City	WV	BRAXTON	38.699302	-80.731649	1
WV0040300	Burnsville Police Department	City	WV	BRAXTON	38.699302	-80.731649	1
WV0040400	Department of Natural Resources: Braxton County	Other State Agency	WV	BRAXTON	38.699302	-80.731649	1
WV0040700	State Fire Marshal: Braxton County	Other State Agency	WV	BRAXTON	38.699302	-80.731649	1
WV0050000	Brooke County Sheriff's Office	County	WV	BROOKE	40.269424	-80.61393	1
WV0050100	Follansbee Police Department	City	WV	BROOKE	40.272645	-80.578691	1
WV0050200	Wellsburg Police Department	City	WV	BROOKE	40.272645	-80.578691	1
WV0050300	Department of Natural Resources: Brooke County	Other State Agency	WV	BROOKE	40.272645	-80.578691	1
WV0050500	Bethany Police Department	City	WV	BROOKE	40.272645	-80.578691	1
WV0050700	State Fire Marshal: Brooke County	Other State Agency	WV	BROOKE	38.34613	-81.63015	1
WV0050800	Beech Bottom Police Department	City	WV	BROOKE	40.272645	-80.578691	1
WV0050900	Windsor Heights Police Department	City	WV	BROOKE	40.272645	-80.578691	0
WV0060000	Cabell County Sheriff's Office	County	WV	CABELL	38.419578	-82.243397	1
WV0060100	Barboursville Police Department	City	WV	CABELL	38.419578	-82.243397	1
WV0060200	Huntington Police Department	City	WV	CABELL, WAYNE	38.419578	-82.243397	1
WV0060300	Milton Police Department	City	WV	CABELL	38.43637	-82.1328	1
WV0060400	Marshall University	University or College	WV	CABELL	38.422318	-82.426544	1
WV0060500	Department of Natural Resources: Cabell County	Other State Agency	WV	CABELL	38.444405	-81.831314	1
WV0060800	State Fire Marshal: Cabell County	Other State Agency	WV	CABELL	38.34613	-81.63015	1
WV0061000	Huntington Drug and Violent Crime Task Force	Other	WV	CABELL	38.419578	-82.243397	1
WV0070000	Calhoun County Sheriff's Office	County	WV	CALHOUN	38.844159	-81.115478	1
WV0070200	Department of Natural Resources: Calhoun County	Other State Agency	WV	CALHOUN	38.444405	-81.831314	1
WV0070300	State Fire Marshal: Calhoun County	Other State Agency	WV	CALHOUN	38.34613	-81.63015	1
WV0080000	Clay County Sheriff's Office	County	WV	CLAY	38.459826	-81.081866	1
WV0080200	Department of Natural Resources: Clay County	Other State Agency	WV	CLAY	38.459826	-81.081866	1
WV0080300	State Fire Marshal: Clay County	Other State Agency	WV	CLAY	38.34613	-81.63015	1
WV0090000	Doddridge County Sheriff's Office	County	WV	DODDRIDGE	39.263482	-80.701147	1
WV0090100	West Union Police Department	City	WV	DODDRIDGE	39.263482	-80.701147	1
WV0090200	Department of Natural Resources: Doddridge County	Other State Agency	WV	DODDRIDGE	39.282536	-81.549706	1
WV0090300	State Fire Marshal: Doddridge County	Other State Agency	WV	DODDRIDGE	38.34613	-81.63015	1
WV0100000	Fayette County Sheriff's Office	County	WV	FAYETTE	38.030933	-81.086051	1
WV0100100	Ansted Police Department	City	WV	FAYETTE	38.030933	-81.086051	1
