ori	agency_name	agency_type_name	state	county	lat	lng	is_nibrs
OH0420100	Mount Vernon Police Department	City	OH	KNOX	40.393658	-82.484215	1
OH0420300	Danville Police Department	City	OH	KNOX	40.40362	-82.422393	1
OH0420400	Fredericktown Police Department	City	OH	KNOX	40.48111	-82.543304	1
OH0430000	Lake County Sheriff's Office	County	OH	LAKE	41.726604	-81.24523	1
OH0430100	Eastlake Police Department	City	OH	LAKE	41.66332	-81.43719	1
OH0430200	Fairport Harbor Police Department	City	OH	LAKE	41.924116	-81.392643	1
OH0430400	Kirtland Hills Police Department	City	OH	LAKE	41.924116	-81.392643	1
OH0430500	Madison Police Department	City	OH	LAKE	41.771202	-81.050575	1
OH0430600	Mentor Police Department	City	OH	LAKE	41.924116	-81.392643	1
OH0430700	Mentor-on-the-Lake Police Department	City	OH	LAKE	41.711746	-81.36135	1
OH0430800	Painesville Police Department	City	OH	LAKE	41.723743	-81.24602	1
OH0430900	Perry Police Department	City	OH	LAKE	41.924116	-81.392643	1
OH0431000	Waite Hill Police Department	City	OH	LAKE	41.924116	-81.392643	0
OH0431100	Wickliffe Police Department	City	OH	LAKE	41.924116	-81.392643	1
OH0431200	Willoughby Police Department	City	OH	LAKE	41.628723	-81.422295	1
OH0431300	Willoughby Hills Police Department	City	OH	LAKE	41.58852	-81.432755	1
OH0431400	Willowick Police Department	City	OH	LAKE	41.638817	-81.474846	1
OH0431600	North Perry Police Department	City	OH	LAKE	41.807255	-81.13373	1
OH0431700	Timberlake Police Department	City	OH	LAKE	41.66603	-81.447784	1
OH0431800	Madison Township Police Department, Lake County	City	OH	LAKE	41.817806	-81.04854	1
OH0432100	Lakeland Community College	University or College	OH	LAKE	41.636818	-81.370285	1
OH0432200	Kirtland Police Department	City	OH	LAKE	41.617744	-81.35734	1
OH0432400	Lake Metroparks	Other	OH	LAKE	41.67504	-81.23975	1
OH0440000	Lawrence County Sheriff's Office	County	OH	LAWRENCE	38.53645	-82.68337	1
OH0440100	Coal Grove Police Department	City	OH	LAWRENCE	38.504486	-82.64869	1
OH0440200	Ironton Police Department	City	OH	LAWRENCE	38.603866	-82.517186	1
OH0440400	Chesapeake Police Department	City	OH	LAWRENCE	38.603866	-82.517186	1
OH0440500	Hanging Rock Police Department	City	OH	LAWRENCE	38.5606	-82.72519	1
OH0440600	Proctorville Police Department	City	OH	LAWRENCE			1
OH0440700	South Point Police Department	City	OH	LAWRENCE	38.422897	-82.59242	1
OH0450000	Licking County Sheriff's Office	County	OH	LICKING	40.05942	-82.39498	1
OH0450100	Newark Police Department	City	OH	LICKING	40.093609	-82.481251	1
OH0450200	Alexandria Police Department	City	OH	LICKING	40.08903	-82.612465	1
OH0450300	Granville Police Department	City	OH	LICKING	40.093609	-82.481251	1
OH0450700	Heath Police Department	City	OH	LICKING	40.017265	-82.45144	1
OH0450800	Hebron Police Department	City	OH	LICKING	40.093609	-82.481251	1
OH0450900	Johnstown Police Department	City	OH	LICKING	40.093609	-82.481251	1
OH0451000	Kirkersville Police Department	City	OH	LICKING	40.093609	-82.481251	1
OH0451100	Pataskala Police Department	City	OH	LICKING	39.993855	-82.67523	1
OH0451200	St. Louisville Police Department	City	OH	LICKING	40.093609	-82.481251	1
OH0451300	Utica Police Department	City	OH	KNOX, LICKING	40.093609	-82.481251	1
OH045160X	Ohio State University: Newark	University or College	OH	LICKING	40.069927	-82.44374	1
OH0451700	Buckeye Lake Police Department	City	OH	FAIRFIELD, LICKING	40.093609	-82.481251	1
OH0451800	Licking Park District	Other	OH	LICKING	40.093609	-82.481251	1
OH0451900	Central Ohio Drug Enforcement Task Force	Other	OH	LICKING			1
OH0460000	Logan County Sheriff's Office	County	OH	LOGAN	40.387553	-83.766343	1
OH0460100	Bellefontaine Police Department	City	OH	LOGAN	40.362125	-83.761536	1
OH0460200	Russells Point Police Department	City	OH	LOGAN	40.387553	-83.766343	1
OH0460400	De Graff Police Department	City	OH	LOGAN	40.387553	-83.766343	1
OH0461000	West Liberty Police Department	City	OH	LOGAN	40.387553	-83.766343	1
OH0461300	Washington Township Police Department, Logan County	City	OH	LOGAN			1
OH0470000	Lorain County Sheriff's Office	County	OH	LORAIN	41.346176	-82.13405	1
OH0470100	Amherst Police Department	City	OH	LORAIN	41.40883	-82.23899	1
OH0470200	Avon Police Department	City	OH	LORAIN	41.458614	-82.0237	1
OH0470300	Avon Lake Police Department	City	OH	LORAIN	41.493187	-82.0248	1
OH0470400	Elyria Police Department	City	OH	LORAIN	41.369877	-82.11018	1
OH0470500	Lorain Police Department	City	OH	LORAIN	41.467964	-82.179665	1
OH0470600	Oberlin Police Department	City	OH	LORAIN	41.438805	-82.179722	1
OH0470700	North Ridgeville Police Department	City	OH	LORAIN	41.385418	-82.018616	1
OH0470800	Sheffield Lake Police Department	City	OH	LORAIN	41.489723	-82.09447	1
OH0470900	Wellington Police Department	City	OH	LORAIN	41.168377	-82.21677	1
OH0471000	Grafton Police Department	City	OH	LORAIN	41.271626	-82.05473	1
OH0471100	Kipton Police Department	City	OH	LORAIN	41.438805	-82.179722	1
OH0471200	LaGrange Police Department	City	OH	LORAIN	41.438805	-82.179722	0
OH0471400	Sheffield Village Police Department	City	OH	LORAIN			1
OH0471800	Lorain County Metropolitan Park District	Other	OH	LORAIN	41.298664	-82.13358	1
OH0471900	Lorain County Drug Task Force	Other	OH	LORAIN			1
OH0480000	Lucas County Sheriff's Office	County	OH	LUCAS	41.656345	-83.537285	1
OH0480100	Maumee Police Department	City	OH	LUCAS	41.562965	-83.65369	1
OH0480200	Oregon Police Department	City	OH	LUCAS	41.65249	-83.419945	1
OH0480300	Ottawa Hills Police Department	City	OH	LUCAS	41.6617	-83.64113	1
OH0480500	Sylvania Police Department	City	OH	LUCAS	41.71706	-83.70394	1
OH0480600	Sylvania Township Police Department	City	OH	LUCAS	41.69507	-83.72341	1
OH0480700	Toledo Police Department	City	OH	LUCAS	41.65603	-83.535126	1
OH0480800	Berkey Police Department	City	OH	LUCAS	41.715897	-83.841965	1
OH0481000	Holland Police Department	City	OH	LUCAS	41.682321	-83.468867	1
OH0481100	Waterville Police Department	City	OH	LUCAS	41.499577	-83.71851	1
OH0481200	Whitehouse Police Department	City	OH	LUCAS	41.682321	-83.468867	1
OH0481300	University of Toledo	University or College	OH	LUCAS	41.66311	-83.61089	1
OH0481500	Washington Township Police Department, Lucas County	City	OH	LUCAS	41.721207	-83.52665	1
OH0481800	Waterville Township Police Department	City	OH	LUCAS	41.498165	-83.73872	1
OH0481900	Toledo Fire Department Fire Investigation Unit	Other	OH	LUCAS	41.682321	-83.468867	0
OH0482200	Toledo Metropolitan Park District	Other	OH	LUCAS	41.67683	-83.66345	1
OH0482300	Toledo-Lucas County Port Authority	Other	OH	LUCAS	41.596077	-83.80516	1
OH0490000	Madison County Sheriff's Office	County	OH	MADISON	39.896607	-83.400885	1
OH0490100	London Police Department	City	OH	MADISON	39.88523	-83.4463	1
OH0490200	West Jefferson Police Department	City	OH	MADISON	39.944916	-83.26714	1
OH0490600	Plain City Police Department	City	OH	MADISON, UNION	40.107594	-83.27111	1
OH0500000	Mahoning County Sheriff's Office	County	OH	MAHONING	41.104008	-80.65416	1
OH0500100	Austintown Police Department	City	OH	MAHONING	41.104244	-80.76637	1
OH0500200	Boardman Police Department	City	OH	MAHONING	40.9971	-80.66272	1
OH0500300	Campbell Police Department	City	OH	MAHONING	41.07555	-80.59455	1
OH0500400	Canfield Police Department	City	OH	MAHONING	41.021893	-80.76579	1
OH0500500	Lowellville Police Department	City	OH	MAHONING	41.01088	-80.770396	1
OH0500600	Poland Village Police Department	City	OH	MAHONING	41.022243	-80.61066	1
OH0500700	Sebring Police Department	City	OH	MAHONING	40.92326	-81.01819	1
OH0500800	Struthers Police Department	City	OH	MAHONING	41.056446	-80.591354	1
OH0500900	Youngstown Police Department	City	OH	MAHONING, TRUMBULL	41.099815	-80.65149	1
OH0501100	Craig Beach Police Department	City	OH	MAHONING	41.01088	-80.770396	1
OH0501200	New Middletown Police Department	City	OH	MAHONING	41.01088	-80.770396	1
OH0501300	Beaver Township Police Department	City	OH	MAHONING	40.944027	-80.66761	1
OH0501400	Youngstown State University	University or College	OH	MAHONING	41.01088	-80.770396	1
OH0501500	Smith Township Police Department	City	OH	MAHONING	40.930164	-81.031815	0
OH0501600	Springfield Township Police Department, Mahoning County	City	OH	MAHONING	40.943657	-80.5872	1
OH0501800	Goshen Township Police Department, Mahoning County	City	OH	MAHONING	40.94482	-80.9162	1
OH0501900	Mill Creek Metropark	Other	OH	MAHONING	41.01088	-80.770396	1
OH0502000	Milton Township Police Department	City	OH	MAHONING	41.01088	-80.770396	1
OH0502100	Jackson Township Police Department, Mahoning County	City	OH	MAHONING			1
OH0502200	Poland Township Police Department	City	OH	MAHONING	41.00579	-80.58834	1
OH0502300	Coitsville Township Police Department	City	OH	MAHONING	41.09044	-80.56614	1
OH0502700	Mahoning Valley Law Enforcement Task Force	Other	OH	MAHONING			0
OH0510000	Marion County Sheriff's Office	County	OH	MARION	40.614925	-83.10812	1
OH0510100	Marion Police Department	City	OH	MARION	40.588486	-83.13252	1
OH0510900	Ohio State University: Marion	University or College	OH	MARION	40.58096	-83.0948	1
OH0520000	Medina County Sheriff's Office	County	OH	MEDINA	41.12811	-81.88872	1
OH0520100	Brunswick Police Department	City	OH	MEDINA	41.23829	-81.833176	1
OH0520200	Medina Police Department	City	OH	MEDINA	41.140602	-81.86505	1
OH0520300	Wadsworth Police Department	City	OH	MEDINA	41.116051	-81.899566	1
OH0520700	Westfield Center Police Department	City	OH	MEDINA	41.116051	-81.899566	1
OH0520800	Lodi Police Department	City	OH	MEDINA	41.033062	-82.0126	1
OH0520900	Seville Police Department	City	OH	MEDINA	41.026485	-81.860016	1
OH0521000	Spencer Police Department	City	OH	MEDINA	41.116051	-81.899566	1
OH0521200	Hinckley Township Police Department	City	OH	MEDINA	41.116051	-81.899566	1
OH0521300	Montville Township Police Department	City	OH	MEDINA	41.116051	-81.899566	1
OH0521400	Medina Township Police Department	City	OH	MEDINA	41.171608	-81.828995	1
OH0521500	Brunswick Hills Township Police Department	City	OH	MEDINA	41.26053	-81.860664	1
OH0521600	Medina County Park District	Other	OH	MEDINA	41.10421	-81.9111	0
OH0521700	Medina County Drug Task Force	Other	OH	MEDINA			1
OH0530000	Meigs County Sheriff's Office	County	OH	MEIGS	39.027622	-82.03364	1
OH0530100	Middleport Police Department	City	OH	MEIGS	39.002792	-82.04959	1
OH0530200	Pomeroy Police Department	City	OH	MEIGS	39.089807	-82.028397	1
OH0530300	Racine Police Department	City	OH	MEIGS	39.089807	-82.028397	1
OH0530400	Rutland Police Department	City	OH	MEIGS	39.089807	-82.028397	1
OH0530500	Syracuse Police Department	City	OH	MEIGS	39.089807	-82.028397	1
OH0540000	Mercer County Sheriff's Office	County	OH	MERCER	40.54548	-84.61573	1
OH0540100	Celina Police Department	City	OH	MERCER	40.55074	-84.570786	1
OH0540400	Coldwater Police Department	City	OH	MERCER	40.47975	-84.63143	1
OH0540500	Fort Recovery Police Department	City	OH	MERCER	40.535333	-84.632059	1
OH0540800	Rockford Police Department	City	OH	MERCER	40.535333	-84.632059	1
OH0540900	St. Henry Police Department	City	OH	MERCER	40.535333	-84.632059	1
OH0550000	Miami County Sheriff's Office	County	OH	MIAMI	40.053326	-84.228413	1
OH0550200	Piqua Police Department	City	OH	MIAMI	40.146603	-84.24094	1
OH0550300	Tipp City Police Department	City	OH	MIAMI	39.95825	-84.18596	1
OH0550400	Troy Police Department	City	OH	MIAMI	40.053326	-84.228413	1
OH0550600	Covington Police Department	City	OH	MIAMI	40.117306	-84.35467	1
OH0551200	West Milton Police Department	City	OH	MIAMI	39.95349	-84.32443	1
OH0551300	Miami County Park District	Other	OH	MIAMI			1
OH0560000	Monroe County Sheriff's Office	County	OH	MONROE	39.725969	-81.090658	1
OH0560100	Woodsfield Police Department	City	OH	MONROE	39.725969	-81.090658	1
OH0570000	Montgomery County Sheriff's Office	County	OH	MONTGOMERY	39.759624	-84.20099	1
OH0570100	Centerville Police Department	City	OH	GREENE, MONTGOMERY	39.753736	-84.290591	1
OH0570200	Dayton Police Department	City	OH	MONTGOMERY	39.758675	-84.197075	1
OH0570300	Germantown Police Department	City	OH	MONTGOMERY	39.62576	-84.373314	1
OH0570500	Kettering Police Department	City	OH	GREENE, MONTGOMERY	39.69592	-84.16295	1
OH0570700	Miami Township Police Department, Montgomery County	City	OH	MONTGOMERY	39.627914	-84.22163	1
OH0570800	Miamisburg Police Department	City	OH	MONTGOMERY	39.753736	-84.290591	1
OH0570900	Moraine Police Department	City	OH	MONTGOMERY	39.753736	-84.290591	1
OH0571000	Oakwood Police Department, Montgomery County	City	OH	MONTGOMERY			1
OH0571100	Clayton Police Department	City	OH	MONTGOMERY	39.753736	-84.290591	1
OH0571200	Trotwood Police Department	City	OH	MONTGOMERY	39.79456	-84.29269	1
OH0571300	Vandalia Police Department	City	OH	MONTGOMERY	39.753736	-84.290591	1
OH0571400	Huber Heights Police Department	City	OH	MIAMI, MONTGOMERY	39.862236	-84.12629	1
OH0571500	West Carrollton Police Department	City	OH	MONTGOMERY	39.7674	-84.207695	1
OH0571600	Brookville Police Department	City	OH	MONTGOMERY	39.83461	-84.40944	1
OH0571800	Englewood Police Department	City	OH	MONTGOMERY	39.87434	-84.29972	1
OH0572000	New Lebanon Police Department	City	OH	MONTGOMERY	39.74351	-84.39525	1
OH0572200	Riverside Police Department	City	OH	MONTGOMERY	39.79377	-84.12792	1
OH0572300	Union Police Department	City	OH	MIAMI, MONTGOMERY	39.879406	-84.302635	1
OH0572400	Butler Township Police Department	City	OH	MONTGOMERY	39.855103	-84.198906	1
OH0572500	German Township Police Department, Montgomery County	City	OH	MONTGOMERY			1
OH0572700	Jackson Township Police Department, Montgomery County	City	OH	MONTGOMERY	39.68039	-84.425896	1
OH0572800	Perry Township Police Department, Montgomery County	City	OH	MONTGOMERY			1
OH0572900	Clay Township Police Department, Montgomery County	City	OH	MONTGOMERY	39.86289	-84.4261	1
OH0573300	Sinclair Community College	University or College	OH	MONTGOMERY	39.76046	-84.18592	0
OH0580000	Morgan County Sheriff's Office	County	OH	MORGAN	39.648808	-81.85281	1
OH0580100	McConnelsville Police Department	City	OH	MORGAN	39.648872	-81.85399	1
OH0590000	Morrow County Sheriff's Office	County	OH	MORROW	40.559853	-82.80595	1
OH0590100	Mount Gilead Police Department	City	OH	MORROW	40.54961	-82.83112	1
OH0590200	Cardington Police Department	City	OH	MORROW	40.525266	-82.797729	1
OH0600000	Muskingum County Sheriff's Office	County	OH	MUSKINGUM	39.943367	-81.97869	1
OH0600100	Zanesville Police Department	City	OH	MUSKINGUM	39.938484	-82.00863	1
OH0600300	Dresden Police Department	City	OH	MUSKINGUM	39.966046	-81.943506	1
OH0600400	Frazeysburg Police Department	City	OH	MUSKINGUM	39.966046	-81.943506	1
OH0600600	New Concord Police Department	City	OH	MUSKINGUM	39.966046	-81.943506	1
OH0600900	Roseville Police Department	City	OH	MUSKINGUM, PERRY	39.4025	-84.56711	1
OH0601000	South Zanesville Police Department	City	OH	MUSKINGUM	39.940308	-82.01207	1
OH060139E	Muskingum University	University or College	OH	MUSKINGUM			1
OH0610000	Noble County Sheriff's Office	County	OH	NOBLE	39.74354	-81.5131	1
OH0620000	Ottawa County Sheriff's Office	County	OH	OTTAWA	41.510643	-82.9411	1
OH0620100	Oak Harbor Police Department	City	OH	OTTAWA	41.50872	-83.14743	1
OH0620200	Port Clinton Police Department	City	OH	OTTAWA	41.514824	-82.91248	1
OH0620300	Clay Center Police Department	City	OH	OTTAWA	41.545495	-83.012613	1
OH0620400	Elmore Police Department	City	OH	OTTAWA			1
OH0620500	Genoa Police Department	City	OH	OTTAWA	41.51831	-83.357315	1
OH0620600	Marblehead Police Department	City	OH	OTTAWA	41.54024	-82.731834	1
OH0620700	Put-In-Bay  Police Department	City	OH	OTTAWA	41.545495	-83.012613	1
OH0620800	Rocky Ridge Police Department	City	OH	OTTAWA	41.545495	-83.012613	0
OH0620900	Clay Township Police Department, Ottawa County	City	OH	OTTAWA			1
OH0621300	Catawba Island Township Police Department	City	OH	OTTAWA	41.556564	-82.841515	1
OH0621400	Carroll Township Police Department	City	OH	OTTAWA	41.4652	-83.14501	1
OH0630000	Paulding County Sheriff's Office	County	OH	PAULDING	41.136963	-84.57705	1
OH0630100	Paulding Police Department	City	OH	PAULDING	41.094616	-84.3797	1
OH0630500	Grover Hill Police Department	City	OH	PAULDING	41.119141	-84.576966	1
OH0630900	Oakwood Police Department, Paulding County	City	OH	PAULDING	41.09578	-84.380424	1
OH0631000	Payne Police Department	City	OH	PAULDING	41.119141	-84.576966	1
OH0640000	Perry County Sheriff's Office	County	OH	PERRY	39.743187	-82.237952	1
OH0640100	Crooksville Police Department	City	OH	PERRY	39.77056	-82.09717	1
OH0640200	New Lexington Police Department	City	OH	PERRY	39.743187	-82.237952	1
OH0640300	New Straitsville Police Department	City	OH	PERRY	39.743187	-82.237952	1
OH0640400	Corning Police Department	City	OH	PERRY	39.743187	-82.237952	0
OH0640700	Junction City Police Department	City	OH	PERRY	39.743187	-82.237952	1
OH0641000	Shawnee Police Department	City	OH	PERRY	39.743187	-82.237952	1
OH0641100	Somerset Police Department	City	OH	PERRY	39.743187	-82.237952	1
OH0641200	Thornville Police Department	City	OH	PERRY	39.743187	-82.237952	1
OH0650000	Pickaway County Sheriff's Office	County	OH	PICKAWAY	39.648947	-83.052827	1
OH0650100	Circleville Police Department	City	OH	PICKAWAY	39.60041	-82.94421	1
OH0650200	Ashville Police Department	City	OH	PICKAWAY	39.648947	-83.052827	1
OH0650300	Commercial Point Police Department	City	OH	PICKAWAY	39.648947	-83.052827	1
OH0650600	New Holland Police Department	City	OH	FAYETTE, PICKAWAY	39.553795	-83.256676	1
OH0650800	South Bloomfield Police Department	City	OH	PICKAWAY	39.717632	-82.98832	1
OH0660000	Pike County Sheriff's Office	County	OH	PIKE	39.15154	-82.91132	1
OH0660100	Waverly Police Department	City	OH	PIKE	39.125317	-82.98343	1
OH0660600	Piketon Police Department	City	OH	PIKE	39.071364	-83.052921	1
OH0670000	Portage County Sheriff's Office	County	OH	PORTAGE	41.21446	-81.2604	1
OH0670100	Aurora Police Department	City	OH	PORTAGE	41.3213	-81.35364	1
OH0670200	Garrettsville Police Department	City	OH	PORTAGE	41.16864	-81.196932	1
OH0670300	Kent Police Department	City	OH	PORTAGE	41.16864	-81.196932	1
OH0670400	Mantua Police Department	City	OH	PORTAGE			1
OH0670500	Ravenna Police Department	City	OH	PORTAGE	41.156998	-81.243996	1
OH0670600	Windham Police Department	City	OH	PORTAGE	41.235107	-81.04295	1
OH0670800	Hiram Police Department	City	OH	PORTAGE	41.16864	-81.196932	1
OH0671100	Kent State University	University or College	OH	PORTAGE	41.16864	-81.196932	1
OH0671200	Streetsboro Police Department	City	OH	PORTAGE	41.23881	-81.31964	1
OH0671300	Brimfield Township Police Department	City	OH	PORTAGE	41.10002	-81.34694	1
OH067149E	University Hospitals Portage Medical Center	Other	OH	PORTAGE			0
OH0680000	Preble County Sheriff's Office	County	OH	PREBLE	39.75985	-84.643776	1
OH0680100	Eaton Police Department	City	OH	PREBLE	39.737906	-84.645358	1
OH0680200	Camden Police Department	City	OH	PREBLE	39.737906	-84.645358	1
OH0680500	Gratis Police Department	City	OH	PREBLE	39.737906	-84.645358	1
OH0680600	Lewisburg Police Department	City	OH	PREBLE			1
OH0680700	New Paris Police Department	City	OH	PREBLE	39.737906	-84.645358	1
OH0680900	West Alexandria Police Department	City	OH	PREBLE	39.74076	-84.5322	1
OH0690000	Putnam County Sheriff's Office	County	OH	PUTNAM	41.00503	-84.0427	1
OH0690100	Ottawa Police Department	City	OH	PUTNAM	41.01962	-84.04715	1
OH0690400	Columbus Grove Police Department	City	OH	PUTNAM	40.919426	-84.057205	1
OH0690500	Continental Police Department	City	OH	PUTNAM	41.024533	-84.129879	0
OH0691100	Leipsic Police Department	City	OH	PUTNAM	41.15317	-83.93776	1
OH0691300	Ottoville Police Department	City	OH	PUTNAM	41.024533	-84.129879	1
OH0691400	Pandora Police Department	City	OH	PUTNAM	41.024533	-84.129879	1
OH0691600	Kalida Police Department	City	OH	PUTNAM	41.024533	-84.129879	1
OH0691700	Belmore Police Department	City	OH	PUTNAM	41.024533	-84.129879	1
OH0700000	Richland County Sheriff's Office	County	OH	RICHLAND	40.7582	-82.491455	1
OH0700100	Mansfield Police Department	City	OH	RICHLAND	40.759254	-82.51401	1
OH0700200	Ontario Police Department	City	OH	RICHLAND	40.774167	-82.542715	1
OH0700300	Plymouth Police Department	City	OH	HURON, RICHLAND	40.774167	-82.542715	1
OH0700400	Shelby Police Department	City	OH	RICHLAND	40.774167	-82.542715	1
OH0700500	Bellville Police Department	City	OH	RICHLAND	40.61549	-82.51251	1
OH0700600	Butler Police Department	City	OH	RICHLAND	40.774167	-82.542715	1
OH0700700	Lexington Police Department	City	OH	RICHLAND	40.67877	-82.58417	1
OH070130X	Ohio State University: Mansfield	University or College	OH	RICHLAND	40.80102	-82.5719	1
OH0710000	Ross County Sheriff's Office	County	OH	ROSS	39.333927	-82.9823	1
OH0710100	Chillicothe Police Department	City	OH	ROSS	39.333927	-82.9823	1
OH0720000	Sandusky County Sheriff's Office	County	OH	SANDUSKY	41.3581	-83.08463	0
OH0720200	Clyde Police Department	City	OH	SANDUSKY	41.306168	-82.97483	0
OH0720300	Fremont Police Department	City	OH	SANDUSKY	41.35156	-83.1239	1
OH0720400	Woodville Police Department	City	OH	SANDUSKY	41.451256	-83.36504	1
OH0720600	Gibsonburg Police Department	City	OH	SANDUSKY	41.38455	-83.32191	0
OH0721000	Sandusky County Park District	Other	OH	SANDUSKY	41.35982	-83.08728	1
OH0730000	Scioto County Sheriff's Office	County	OH	SCIOTO	38.74373	-82.99219	1
OH0730100	New Boston Police Department	City	OH	SCIOTO	38.815009	-82.998963	1
OH0730200	Portsmouth Police Department	City	OH	SCIOTO	38.731506	-82.998215	1
OH0730900	Shawnee State University	University or College	OH	SCIOTO	38.731503	-82.99517	0
OH073500X	Southern Ohio Organized and Major Crimes Task Force	Other	OH	SCIOTO			1
OH0740000	Seneca County Sheriff's Office	County	OH	SENECA	41.080196	-83.152985	1
OH0740100	Fostoria Police Department	City	OH	HANCOCK, SENECA, WOOD	41.156433	-83.414085	1
OH0740200	Tiffin Police Department	City	OH	SENECA	41.113995	-83.18265	1
OH0740400	Bettsville Police Department	City	OH	SENECA	41.120008	-83.127436	1
OH0740500	Bloomville Police Department	City	OH	SENECA	41.047546	-83.014084	1
OH0740600	Green Springs Police Department	City	OH	SANDUSKY, SENECA	41.120008	-83.127436	0
OH0740700	New Riegel Police Department	City	OH	SENECA	41.120008	-83.127436	1
OH0740800	Republic Police Department	City	OH	SENECA	41.120008	-83.127436	1
OH0750000	Shelby County Sheriff's Office	County	OH	SHELBY	40.27247	-84.149315	1
OH0750100	Sidney Police Department	City	OH	SHELBY	40.285572	-84.15833	1
OH0750300	Botkins Police Department	City	OH	SHELBY			1
OH0750400	Fort Loramie Police Department	City	OH	SHELBY	40.351097	-84.37325	1
OH0750500	Jackson Center Police Department	City	OH	SHELBY	40.33668	-84.204142	1
OH0750800	Port Jefferson Police Department	City	OH	SHELBY	40.33668	-84.204142	0
OH0760000	Stark County Sheriff's Office	County	OH	STARK	40.814131	-81.365667	1
OH0760100	Alliance Police Department	City	OH	MAHONING, STARK	40.92095	-81.098976	1
OH0760200	Brewster Police Department	City	OH	STARK	40.71258	-81.59755	1
OH0760300	Canal Fulton Police Department	City	OH	STARK	40.885727	-81.58504	1
OH0760400	Canton Police Department	City	OH	STARK	40.79727	-81.37636	1
OH0760500	East Canton Police Department	City	OH	STARK	40.787918	-81.28409	1
OH0760600	Hartville Police Department	City	OH	STARK	40.96438	-81.332245	1
OH0760700	Louisville Police Department	City	OH	STARK	40.83684	-81.25812	1
OH0760800	Massillon Police Department	City	OH	STARK	40.795933	-81.52078	1
OH0760900	Minerva Police Department	City	OH	CARROLL, COLUMBIANA, STARK	40.729065	-81.10361	0
OH0761000	Navarre Police Department	City	OH	STARK	40.719658	-81.5244	1
OH0761100	North Canton Police Department	City	OH	STARK	40.814131	-81.365667	1
OH0761200	Beach City Police Department	City	OH	STARK	40.814131	-81.365667	1
OH0761400	Hills and Dales Police Department	City	OH	STARK			1
OH0761800	Waynesburg Police Department	City	OH	STARK	40.814131	-81.365667	1
OH0762100	Marlboro Township Police Department	City	OH	STARK	40.95227	-81.25758	1
OH0762200	Lawrence Township Police Department	City	OH	STARK	40.814131	-81.365667	1
OH0762300	Perry Township Police Department, Stark County	City	OH	STARK	40.789173	-81.46549	1
OH0762400	Jackson Township Police Department, Stark County	City	OH	STARK	40.860733	-81.48674	1
OH0762500	Uniontown Police Department	City	OH	STARK	40.814131	-81.365667	1
OH0762700	Stark County Park District	Other	OH	STARK			1
OH0763000	Magnolia Police Department	City	OH	CARROLL, STARK	40.814131	-81.365667	1
OH076309E	Walsh University	University or College	OH	STARK			1
OH0763200	Republic N&T Railroad	Other	OH	STARK	40.80083	-81.338425	0
OH076349E	Malone University	University or College	OH	STARK			1
OH0770000	Summit County Sheriff's Office	County	OH	SUMMIT	41.07877	-81.518234	1
OH0770100	Akron Police Department	City	OH	SUMMIT	41.07928	-81.518654	1
OH0770200	Barberton Police Department	City	OH	SUMMIT	41.121851	-81.534936	1
OH0770300	Cuyahoga Falls Police Department	City	OH	SUMMIT	41.138668	-81.48351	1
OH0770400	Fairlawn Police Department	City	OH	SUMMIT	41.13564	-81.62626	1
OH0770500	Hudson Police Department	City	OH	SUMMIT	41.238438	-81.43509	1
OH0770600	Lakemore Police Department	City	OH	SUMMIT	41.034637	-81.44235	1
OH0770700	Macedonia Police Department	City	OH	SUMMIT	41.31095	-81.50502	1
OH0770800	Mogadore Police Department	City	OH	PORTAGE, SUMMIT	41.04806	-81.39312	1
OH0770900	Northfield Police Department	City	OH	SUMMIT	41.343174	-81.52875	1
OH0771000	Norton Police Department	City	OH	SUMMIT, WAYNE	41.023945	-81.646065	1
OH0771100	Silver Lake Police Department	City	OH	SUMMIT	41.151432	-81.45803	0
OH0771200	Stow Police Department	City	OH	SUMMIT	41.168526	-81.44039	1
OH0771300	Tallmadge Police Department	City	OH	PORTAGE, SUMMIT	41.10281	-81.4389	1
OH0771400	Twinsburg Police Department	City	OH	SUMMIT	41.317978	-81.44824	1
OH0771500	Boston Heights Police Department	City	OH	SUMMIT	41.24064	-81.45192	1
OH0771700	Munroe Falls Police Department	City	OH	SUMMIT	41.121851	-81.534936	1
OH0771800	Peninsula Police Department	City	OH	SUMMIT	41.121851	-81.534936	1
OH0771900	Reminderville Police Department	City	OH	SUMMIT	41.345837	-81.39665	1
OH0772000	Bath Township Police Department, Summit County	City	OH	SUMMIT	41.168983	-81.63615	1
OH0772500	Springfield Township Police Department, Summit County	City	OH	SUMMIT	41.034637	-81.44235	1
OH0772600	Richfield Police Department	City	OH	SUMMIT	41.121851	-81.534936	1
OH0772700	Copley Township Police Department	City	OH	SUMMIT	41.100674	-81.646706	1
OH0772800	University of Akron	University or College	OH	SUMMIT	41.078693	-81.51419	1
OH0772900	New Franklin Police Department	City	OH	SUMMIT	40.95246	-81.56726	1
OH0773000	Sagamore Hills Police Department	City	OH	SUMMIT	41.337765	-81.56317	1
OH0773900	Akron Metro Regional Transit Authority	Other	OH	SUMMIT			1
OH0780000	Trumbull County Sheriff's Office	County	OH	TRUMBULL	41.237495	-80.81881	1
OH0780100	Girard Police Department	City	OH	TRUMBULL	41.308936	-80.767656	1
OH0780200	Hubbard Police Department	City	OH	TRUMBULL	41.15857	-80.57304	1
